"team","quarter","year","n_plays","n_pass","n_rush","yards_pass","yards_rush"
"ARI",1,2014,270,154,116,1083,403
"ARI",1,2015,245,142,103,1303,374
"ARI",1,2016,259,144,115,897,478
"ARI",1,2017,245,138,107,989,359
"ARI",1,2018,200,105,95,884,357
"ARI",1,2019,208,119,89,732,581
"ARI",1,2020,232,144,88,845,389
"ARI",1,2021,199,118,81,954,411
"ARI",1,2022,174,100,74,633,370
"ARI",1,2023,183,104,79,544,392
"ARI",2,2014,256,177,79,1315,264
"ARI",2,2015,279,186,93,1444,458
"ARI",2,2016,300,213,87,1466,400
"ARI",2,2017,271,175,96,1330,374
"ARI",2,2018,198,124,74,641,218
"ARI",2,2019,238,147,91,1035,396
"ARI",2,2020,268,163,105,1491,376
"ARI",2,2021,245,151,94,1224,380
"ARI",2,2022,255,173,82,1016,264
"ARI",2,2023,208,111,97,642,432
"ARI",3,2014,215,128,87,944,291
"ARI",3,2015,225,126,99,1197,510
"ARI",3,2016,202,112,90,877,347
"ARI",3,2017,212,125,87,877,314
"ARI",3,2018,180,103,77,507,266
"ARI",3,2019,190,125,65,924,278
"ARI",3,2020,254,148,106,1102,474
"ARI",3,2021,208,129,79,1257,355
"ARI",3,2022,202,124,78,882,384
"ARI",3,2023,155,76,79,527,300
"ARI",4,2014,250,155,95,1119,289
"ARI",4,2015,274,147,127,1163,606
"ARI",4,2016,299,212,87,1410,427
"ARI",4,2017,286,195,91,1203,356
"ARI",4,2018,278,187,91,1269,401
"ARI",4,2019,225,132,93,941,560
"ARI",4,2020,257,142,115,1029,552
"ARI",4,2021,262,136,126,971,545
"ARI",4,2022,248,170,78,984,347
"ARI",4,2023,205,151,54,1050,234
"ARI",5,2014,0,0,0,0,0
"ARI",5,2015,0,0,0,0,0
"ARI",5,2016,16,10,6,124,17
"ARI",5,2017,11,8,3,77,9
"ARI",5,2018,0,0,0,0,0
"ARI",5,2019,14,10,4,84,13
"ARI",5,2020,9,4,5,23,45
"ARI",5,2021,0,0,0,0,0
"ARI",5,2022,8,6,2,36,7
"ARI",5,2023,0,0,0,0,0
"ATL",1,2014,218,123,95,918,389
"ATL",1,2015,239,146,93,1129,361
"ATL",1,2016,231,140,91,1275,453
"ATL",1,2017,255,150,105,1123,381
"ATL",1,2018,226,137,89,1139,430
"ATL",1,2019,242,141,101,955,414
"ATL",1,2020,229,132,97,1077,375
"ATL",1,2021,219,125,94,755,428
"ATL",1,2022,182,92,90,625,396
"ATL",1,2023,151,84,67,511,277
"ATL",2,2014,285,210,75,1703,276
"ATL",2,2015,299,195,104,1393,416
"ATL",2,2016,267,170,97,1408,418
"ATL",2,2017,253,154,99,1292,513
"ATL",2,2018,252,177,75,1480,301
"ATL",2,2019,244,179,65,1332,233
"ATL",2,2020,315,217,98,1496,302
"ATL",2,2021,233,150,83,970,316
"ATL",2,2022,165,87,78,750,386
"ATL",2,2023,223,129,94,876,348
"ATL",3,2014,235,139,96,1531,419
"ATL",3,2015,265,148,117,1106,517
"ATL",3,2016,254,146,108,1581,533
"ATL",3,2017,200,107,93,846,445
"ATL",3,2018,228,139,89,987,459
"ATL",3,2019,219,139,80,1158,300
"ATL",3,2020,221,129,92,850,375
"ATL",3,2021,205,128,77,1013,292
"ATL",3,2022,166,59,107,352,652
"ATL",3,2023,196,99,97,657,474
"ATL",4,2014,270,187,83,1289,290
"ATL",4,2015,261,170,91,1313,296
"ATL",4,2016,204,104,100,892,493
"ATL",4,2017,253,142,111,1210,482
"ATL",4,2018,266,190,76,1626,355
"ATL",4,2019,269,207,62,1590,243
"ATL",4,2020,279,180,99,1271,417
"ATL",4,2021,221,140,81,1064,208
"ATL",4,2022,177,70,107,645,498
"ATL",4,2023,235,115,120,1069,488
"ATL",5,2014,3,1,2,0,4
"ATL",5,2015,4,4,0,24,0
"ATL",5,2016,7,4,3,22,-3
"ATL",5,2017,0,0,0,0,0
"ATL",5,2018,0,0,0,0,0
"ATL",5,2019,0,0,0,0,0
"ATL",5,2020,0,0,0,0,0
"ATL",5,2021,0,0,0,0,0
"ATL",5,2022,12,5,7,80,42
"ATL",5,2023,0,0,0,0,0
"BAL",1,2014,199,107,92,719,368
"BAL",1,2015,223,132,91,974,381
"BAL",1,2016,260,159,101,1243,497
"BAL",1,2017,221,124,97,746,346
"BAL",1,2018,221,115,106,759,569
"BAL",1,2019,200,99,101,871,649
"BAL",1,2020,228,98,130,784,671
"BAL",1,2021,202,107,95,706,440
"BAL",1,2022,182,98,84,614,310
"BAL",1,2023,188,107,81,936,354
"BAL",2,2014,277,173,104,1249,527
"BAL",2,2015,267,180,87,1310,303
"BAL",2,2016,303,234,69,1405,328
"BAL",2,2017,271,176,95,1253,441
"BAL",2,2018,290,185,105,1310,390
"BAL",2,2019,191,108,83,773,566
"BAL",2,2020,262,144,118,911,723
"BAL",2,2021,244,148,96,1142,388
"BAL",2,2022,201,126,75,891,421
"BAL",2,2023,212,132,80,1104,439
"BAL",3,2014,249,152,97,1057,342
"BAL",3,2015,264,175,89,1261,337
"BAL",3,2016,224,137,87,901,365
"BAL",3,2017,243,132,111,847,518
"BAL",3,2018,273,135,138,875,711
"BAL",3,2019,208,116,92,906,516
"BAL",3,2020,209,92,117,680,732
"BAL",3,2021,211,125,86,958,328
"BAL",3,2022,171,83,88,522,590
"BAL",3,2023,158,85,73,601,472
"BAL",4,2014,291,158,133,1293,767
"BAL",4,2015,315,211,104,1408,434
"BAL",4,2016,276,181,95,1209,371
"BAL",4,2017,290,155,135,834,555
"BAL",4,2018,238,120,118,723,524
"BAL",4,2019,251,115,136,875,616
"BAL",4,2020,214,88,126,680,620
"BAL",4,2021,263,172,91,1190,378
"BAL",4,2022,202,85,117,598,589
"BAL",4,2023,190,79,111,557,453
"BAL",5,2014,0,0,0,0,0
"BAL",5,2015,13,5,8,11,24
"BAL",5,2016,0,0,0,0,0
"BAL",5,2017,3,1,2,0,8
"BAL",5,2018,21,12,9,42,45
"BAL",5,2019,5,1,4,1,5
"BAL",5,2020,2,1,1,9,2
"BAL",5,2021,31,16,15,131,80
"BAL",5,2022,0,0,0,0,0
"BAL",5,2023,10,7,3,7,8
"BUF",1,2014,235,138,97,855,323
"BUF",1,2015,228,116,112,850,609
"BUF",1,2016,191,101,90,702,559
"BUF",1,2017,211,113,98,830,442
"BUF",1,2018,219,114,105,753,349
"BUF",1,2019,203,119,84,733,317
"BUF",1,2020,245,161,84,1102,353
"BUF",1,2021,198,123,75,766,375
"BUF",1,2022,184,114,70,866,298
"BUF",1,2023,188,121,67,862,292
"BUF",2,2014,258,161,97,991,422
"BUF",2,2015,267,138,129,995,468
"BUF",2,2016,275,157,118,880,699
"BUF",2,2017,243,154,89,961,410
"BUF",2,2018,235,133,102,933,411
"BUF",2,2019,226,131,95,978,512
"BUF",2,2020,267,187,80,1491,321
"BUF",2,2021,268,190,78,1454,301
"BUF",2,2022,222,159,63,1246,349
"BUF",2,2023,234,154,80,1014,340
"BUF",3,2014,226,125,101,957,455
"BUF",3,2015,210,104,106,912,475
"BUF",3,2016,204,111,93,905,510
"BUF",3,2017,199,95,104,787,421
"BUF",3,2018,236,124,112,805,408
"BUF",3,2019,190,103,87,631,380
"BUF",3,2020,238,153,85,1251,324
"BUF",3,2021,246,158,88,1103,485
"BUF",3,2022,176,110,66,831,381
"BUF",3,2023,186,113,73,953,311
"BUF",4,2014,266,179,87,1375,233
"BUF",4,2015,239,135,104,1104,556
"BUF",4,2016,250,129,121,943,502
"BUF",4,2017,219,121,98,729,319
"BUF",4,2018,256,163,93,1216,343
"BUF",4,2019,226,113,113,873,458
"BUF",4,2020,245,137,108,1280,552
"BUF",4,2021,232,141,91,1013,408
"BUF",4,2022,196,111,85,795,331
"BUF",4,2023,188,100,88,760,393
"BUF",5,2014,5,1,4,20,57
"BUF",5,2015,0,0,0,0,0
"BUF",5,2016,16,6,10,48,32
"BUF",5,2017,0,0,0,0,0
"BUF",5,2018,0,0,0,0,0
"BUF",5,2019,0,0,0,0,0
"BUF",5,2020,0,0,0,0,0
"BUF",5,2021,3,2,1,3,3
"BUF",5,2022,4,4,0,21,0
"BUF",5,2023,12,8,4,17,5
"CAR",1,2014,264,132,132,841,594
"CAR",1,2015,233,120,113,883,602
"CAR",1,2016,210,103,107,689,472
"CAR",1,2017,205,104,101,674,419
"CAR",1,2018,222,110,112,887,667
"CAR",1,2019,214,117,97,862,409
"CAR",1,2020,227,139,88,939,365
"CAR",1,2021,218,110,108,767,507
"CAR",1,2022,178,88,90,476,357
"CAR",1,2023,158,79,79,527,331
"CAR",2,2014,261,163,98,1082,333
"CAR",2,2015,279,170,109,1461,522
"CAR",2,2016,283,177,106,1386,488
"CAR",2,2017,279,161,118,1222,495
"CAR",2,2018,240,148,92,1178,455
"CAR",2,2019,229,162,67,1129,327
"CAR",2,2020,250,150,100,1201,477
"CAR",2,2021,249,153,96,1047,377
"CAR",2,2022,198,106,92,675,406
"CAR",2,2023,225,141,84,686,297
"CAR",3,2014,225,132,93,1025,471
"CAR",3,2015,254,120,134,885,600
"CAR",3,2016,271,157,114,1149,417
"CAR",3,2017,250,138,112,1044,505
"CAR",3,2018,207,126,81,751,361
"CAR",3,2019,230,138,92,1093,611
"CAR",3,2020,217,132,85,887,282
"CAR",3,2021,203,114,89,675,345
"CAR",3,2022,162,91,71,541,359
"CAR",3,2023,198,111,87,659,335
"CAR",4,2014,244,137,107,1182,422
"CAR",4,2015,234,110,124,848,405
"CAR",4,2016,277,159,118,1287,448
"CAR",4,2017,232,123,109,786,478
"CAR",4,2018,293,202,91,1503,418
"CAR",4,2019,274,185,89,1060,392
"CAR",4,2020,246,156,90,1305,376
"CAR",4,2021,254,176,78,1058,286
"CAR",4,2022,221,117,104,1125,492
"CAR",4,2023,239,171,68,934,230
"CAR",5,2014,12,7,5,38,26
"CAR",5,2015,9,8,1,60,0
"CAR",5,2016,0,0,0,0,0
"CAR",5,2017,0,0,0,0,0
"CAR",5,2018,0,0,0,0,0
"CAR",5,2019,0,0,0,0,0
"CAR",5,2020,0,0,0,0,0
"CAR",5,2021,0,0,0,0,0
"CAR",5,2022,3,0,3,0,6
"CAR",5,2023,0,0,0,0,0
"CHI",1,2014,218,137,81,841,268
"CHI",1,2015,217,107,110,856,456
"CHI",1,2016,205,116,89,766,434
"CHI",1,2017,203,89,114,655,400
"CHI",1,2018,235,120,115,990,570
"CHI",1,2019,186,107,79,619,215
"CHI",1,2020,226,127,99,874,527
"CHI",1,2021,202,100,102,748,513
"CHI",1,2022,174,79,95,624,451
"CHI",1,2023,173,89,84,813,379
"CHI",2,2014,259,186,73,1384,327
"CHI",2,2015,272,146,126,1187,538
"CHI",2,2016,251,147,104,1294,552
"CHI",2,2017,209,122,87,859,417
"CHI",2,2018,272,160,112,1166,393
"CHI",2,2019,256,175,81,1008,349
"CHI",2,2020,251,163,88,1127,328
"CHI",2,2021,214,118,96,833,393
"CHI",2,2022,190,83,107,580,511
"CHI",2,2023,196,114,82,767,342
"CHI",3,2014,225,147,78,1338,336
"CHI",3,2015,244,128,116,892,479
"CHI",3,2016,207,112,95,1001,461
"CHI",3,2017,193,96,97,752,372
"CHI",3,2018,227,146,81,1031,344
"CHI",3,2019,217,123,94,1017,372
"CHI",3,2020,210,128,82,869,299
"CHI",3,2021,190,105,85,863,275
"CHI",3,2022,168,70,98,633,555
"CHI",3,2023,195,97,98,588,442
"CHI",4,2014,267,177,90,1154,352
"CHI",4,2015,258,161,97,1285,344
"CHI",4,2016,296,219,77,1610,295
"CHI",4,2017,287,197,90,1193,310
"CHI",4,2018,227,123,104,864,312
"CHI",4,2019,252,169,83,1089,282
"CHI",4,2020,298,210,88,1211,313
"CHI",4,2021,229,162,67,1121,215
"CHI",4,2022,189,86,103,520,563
"CHI",4,2023,201,111,90,701,358
"CHI",5,2014,4,3,1,3,13
"CHI",5,2015,10,6,4,25,4
"CHI",5,2016,0,0,0,0,0
"CHI",5,2017,14,3,11,27,138
"CHI",5,2018,11,5,6,28,47
"CHI",5,2019,0,0,0,0,0
"CHI",5,2020,4,3,1,17,4
"CHI",5,2021,0,0,0,0,0
"CHI",5,2022,0,0,0,0,0
"CHI",5,2023,0,0,0,0,0
"CIN",1,2014,232,121,111,812,532
"CIN",1,2015,228,118,110,1080,446
"CIN",1,2016,227,126,101,963,492
"CIN",1,2017,224,124,100,868,458
"CIN",1,2018,213,123,90,935,320
"CIN",1,2019,189,104,85,658,384
"CIN",1,2020,235,146,89,1157,290
"CIN",1,2021,216,135,81,996,279
"CIN",1,2022,213,142,71,1103,258
"CIN",1,2023,179,124,55,803,250
"CIN",2,2014,263,142,121,1046,641
"CIN",2,2015,232,149,83,1209,348
"CIN",2,2016,284,177,107,1456,316
"CIN",2,2017,242,142,100,1206,414
"CIN",2,2018,244,166,78,1032,453
"CIN",2,2019,242,163,79,1244,259
"CIN",2,2020,261,166,95,1101,368
"CIN",2,2021,203,131,72,1348,300
"CIN",2,2022,207,143,64,1152,290
"CIN",2,2023,200,133,67,853,290
"CIN",3,2014,243,135,108,1149,357
"CIN",3,2015,233,125,108,1016,452
"CIN",3,2016,232,126,106,936,436
"CIN",3,2017,204,129,75,858,213
"CIN",3,2018,209,128,81,856,336
"CIN",3,2019,239,144,95,897,409
"CIN",3,2020,208,127,81,688,399
"CIN",3,2021,216,112,104,1174,498
"CIN",3,2022,203,126,77,882,334
"CIN",3,2023,164,109,55,948,208
"CIN",4,2014,248,131,117,988,514
"CIN",4,2015,252,142,110,1179,445
"CIN",4,2016,248,154,94,1041,379
"CIN",4,2017,215,137,78,718,246
"CIN",4,2018,251,162,89,1132,438
"CIN",4,2019,271,203,68,1399,231
"CIN",4,2020,275,159,116,1074,481
"CIN",4,2021,221,120,101,1084,428
"CIN",4,2022,222,127,95,992,359
"CIN",4,2023,188,121,67,793,202
"CIN",5,2014,17,10,7,77,25
"CIN",5,2015,10,5,5,30,26
"CIN",5,2016,13,8,5,46,16
"CIN",5,2017,3,2,1,7,-2
"CIN",5,2018,0,0,0,0,0
"CIN",5,2019,6,3,3,10,8
"CIN",5,2020,10,8,2,28,15
"CIN",5,2021,24,8,16,126,48
"CIN",5,2022,12,8,4,52,8
"CIN",5,2023,11,5,6,36,6
"CLE",1,2014,210,113,97,786,294
"CLE",1,2015,214,132,82,873,303
"CLE",1,2016,196,120,76,860,350
"CLE",1,2017,194,97,97,622,344
"CLE",1,2018,222,126,96,971,401
"CLE",1,2019,235,143,92,1102,399
"CLE",1,2020,233,134,99,1044,466
"CLE",1,2021,210,122,88,1016,448
"CLE",1,2022,179,92,87,835,451
"CLE",1,2023,203,115,88,879,435
"CLE",2,2014,273,143,130,1108,540
"CLE",2,2015,266,181,85,1355,246
"CLE",2,2016,224,158,66,1005,270
"CLE",2,2017,254,177,77,1360,352
"CLE",2,2018,261,161,100,1296,458
"CLE",2,2019,256,169,87,1213,426
"CLE",2,2020,274,167,107,1250,445
"CLE",2,2021,255,156,99,1109,509
"CLE",2,2022,230,130,100,903,433
"CLE",2,2023,229,146,83,825,340
"CLE",3,2014,247,123,124,933,501
"CLE",3,2015,209,139,70,962,256
"CLE",3,2016,193,120,73,781,354
"CLE",3,2017,204,118,86,811,440
"CLE",3,2018,223,127,96,1021,427
"CLE",3,2019,196,105,91,762,470
"CLE",3,2020,223,119,104,867,457
"CLE",3,2021,162,79,83,632,484
"CLE",3,2022,178,97,81,571,350
"CLE",3,2023,206,114,92,674,310
"CLE",4,2014,261,156,105,1209,345
"CLE",4,2015,242,188,54,1276,267
"CLE",4,2016,233,185,48,1230,293
"CLE",4,2017,263,221,42,1281,150
"CLE",4,2018,248,168,80,1306,463
"CLE",4,2019,234,141,93,1084,434
"CLE",4,2020,254,101,153,733,900
"CLE",4,2021,253,120,133,713,704
"CLE",4,2022,243,135,108,911,551
"CLE",4,2023,236,127,109,805,445
"CLE",5,2014,0,0,0,0,0
"CLE",5,2015,12,4,8,32,16
"CLE",5,2016,22,15,7,43,35
"CLE",5,2017,8,5,3,7,3
"CLE",5,2018,30,20,10,116,21
"CLE",5,2019,0,0,0,0,0
"CLE",5,2020,0,0,0,0,0
"CLE",5,2021,0,0,0,0,0
"CLE",5,2022,9,3,6,63,10
"CLE",5,2023,0,0,0,0,0
"DAL",1,2014,258,127,131,1091,613
"DAL",1,2015,242,122,120,802,649
"DAL",1,2016,242,124,118,1069,675
"DAL",1,2017,257,132,125,872,498
"DAL",1,2018,238,130,108,963,480
"DAL",1,2019,232,132,100,897,498
"DAL",1,2020,208,114,94,876,331
"DAL",1,2021,288,159,129,1261,623
"DAL",1,2022,215,102,113,764,531
"DAL",1,2023,192,120,72,920,364
"DAL",2,2014,283,158,125,1256,653
"DAL",2,2015,239,153,86,1241,301
"DAL",2,2016,261,156,105,1128,499
"DAL",2,2017,247,155,92,1007,410
"DAL",2,2018,248,150,98,1061,464
"DAL",2,2019,284,170,114,1461,587
"DAL",2,2020,285,185,100,1366,358
"DAL",2,2021,283,192,91,1387,348
"DAL",2,2022,250,145,105,1051,599
"DAL",2,2023,243,165,78,1268,326
"DAL",3,2014,214,99,115,980,646
"DAL",3,2015,205,97,108,799,571
"DAL",3,2016,201,98,103,806,513
"DAL",3,2017,198,98,100,636,560
"DAL",3,2018,204,112,92,786,439
"DAL",3,2019,212,122,90,1260,398
"DAL",3,2020,238,135,103,1076,423
"DAL",3,2021,207,122,85,955,512
"DAL",3,2022,193,94,99,815,428
"DAL",3,2023,184,105,79,708,361
"DAL",4,2014,226,113,113,914,453
"DAL",4,2015,266,190,76,1451,319
"DAL",4,2016,257,122,135,891,615
"DAL",4,2017,278,147,131,1365,572
"DAL",4,2018,260,163,97,1167,409
"DAL",4,2019,264,174,90,1342,418
"DAL",4,2020,328,225,103,1492,521
"DAL",4,2021,227,147,80,1187,348
"DAL",4,2022,224,116,108,763,462
"DAL",4,2023,219,111,108,856,447
"DAL",5,2014,12,6,6,40,26
"DAL",5,2015,0,0,0,0,0
"DAL",5,2016,12,5,7,56,19
"DAL",5,2017,0,0,0,0,0
"DAL",5,2018,20,8,12,87,31
"DAL",5,2019,0,0,0,0,0
"DAL",5,2020,0,0,0,0,0
"DAL",5,2021,10,8,2,77,9
"DAL",5,2022,14,7,7,92,66
"DAL",5,2023,0,0,0,0,0
"DEN",1,2014,262,146,116,1247,438
"DEN",1,2015,235,138,97,1102,365
"DEN",1,2016,218,138,80,843,283
"DEN",1,2017,267,141,126,1116,486
"DEN",1,2018,221,122,99,764,441
"DEN",1,2019,205,117,88,946,356
"DEN",1,2020,214,110,104,672,418
"DEN",1,2021,206,99,107,618,495
"DEN",1,2022,185,106,79,684,316
"DEN",1,2023,162,78,84,558,439
"DEN",2,2014,291,193,98,1670,376
"DEN",2,2015,266,177,89,1262,406
"DEN",2,2016,274,171,103,1124,543
"DEN",2,2017,262,166,96,1101,395
"DEN",2,2018,277,188,89,1273,544
"DEN",2,2019,239,138,101,986,388
"DEN",2,2020,275,174,101,1202,505
"DEN",2,2021,233,150,83,1050,353
"DEN",2,2022,223,140,83,1124,390
"DEN",2,2023,198,128,70,834,294
"DEN",3,2014,261,152,109,1214,708
"DEN",3,2015,235,141,94,983,336
"DEN",3,2016,213,127,86,784,354
"DEN",3,2017,222,114,108,908,493
"DEN",3,2018,215,125,90,992,506
"DEN",3,2019,209,116,93,735,385
"DEN",3,2020,216,122,94,774,382
"DEN",3,2021,198,105,93,751,476
"DEN",3,2022,194,106,88,646,337
"DEN",3,2023,147,73,74,528,300
"DEN",4,2014,264,156,108,1225,389
"DEN",4,2015,270,161,109,1183,479
"DEN",4,2016,271,164,107,1420,301
"DEN",4,2017,265,176,89,1202,322
"DEN",4,2018,293,194,99,1556,477
"DEN",4,2019,224,140,84,760,454
"DEN",4,2020,273,179,94,1381,472
"DEN",4,2021,263,158,105,1255,409
"DEN",4,2022,224,146,78,891,303
"DEN",4,2023,201,121,80,828,256
"DEN",5,2014,0,0,0,0,0
"DEN",5,2015,32,19,13,93,92
"DEN",5,2016,16,8,8,43,23
"DEN",5,2017,0,0,0,0,0
"DEN",5,2018,0,0,0,0,0
"DEN",5,2019,0,0,0,0,0
"DEN",5,2020,0,0,0,0,0
"DEN",5,2021,0,0,0,0,0
"DEN",5,2022,12,5,7,61,21
"DEN",5,2023,0,0,0,0,0
"DET",1,2014,237,146,91,1178,287
"DET",1,2015,202,119,83,921,348
"DET",1,2016,223,131,92,819,406
"DET",1,2017,207,123,84,910,313
"DET",1,2018,231,121,110,900,451
"DET",1,2019,219,118,101,1110,346
"DET",1,2020,215,113,102,863,489
"DET",1,2021,192,96,96,631,407
"DET",1,2022,207,113,94,860,454
"DET",1,2023,178,93,85,747,510
"DET",2,2014,269,189,80,1189,288
"DET",2,2015,265,184,81,1349,295
"DET",2,2016,282,197,85,1536,321
"DET",2,2017,279,193,86,1431,357
"DET",2,2018,278,169,109,1027,443
"DET",2,2019,231,142,89,925,392
"DET",2,2020,259,163,96,1329,322
"DET",2,2021,260,150,110,971,479
"DET",2,2022,247,145,102,1090,425
"DET",2,2023,244,156,88,1192,385
"DET",3,2014,241,146,95,1108,332
"DET",3,2015,207,130,77,988,272
"DET",3,2016,205,125,80,841,221
"DET",3,2017,234,139,95,1244,255
"DET",3,2018,216,127,89,1012,370
"DET",3,2019,218,119,99,1013,494
